rider_id,date,location,rides,on_time_rides,cancelled_rides,missed_rides,distance_km,overhead_distance_km,earnings,peak_bonus,waiting_earnings,fuel_cost,idle_minutes,work_hours,customer_rating,avg_speed_kmph,network_downtime
R535DY,2025-07-27,Chennai,,,,,,,,,,,,,,,
R535DY,2025-07-28,Chennai,16,12,2,1,63.43,16.46,585.43,100,27.0,183.05,28,5.17,4.59,27.55,4
R535DY,2025-07-29,Chennai,15,10,3,0,67.54,1.52,641.4,80,10.49,158.25,35,4.1,4.06,25.16,2
R535DY,2025-07-30,Chennai,15,12,1,0,72.94,12.95,743.39,80,19.34,196.81,38,5.52,4.7,25.27,3
R535DY,2025-07-31,Chennai,15,13,1,2,68.06,5.03,630.57,80,14.31,167.48,32,5.0,4.58,22.75,4
R535DY,2025-08-01,Chennai,12,9,0,2,58.15,2.86,514.79,80,18.11,139.79,64,4.63,4.71,26.82,5
R535DY,2025-08-02,Chennai,19,13,1,1,77.61,7.31,672.3,100,26.91,194.57,27,5.27,4.39,29.87,4
R535DY,2025-08-03,Chennai,,,,,,,,,,,,,,,
R535DY,2025-08-04,Chennai,10,7,2,2,45.84,9.96,461.29,80,16.57,127.86,66,4.42,4.72,25.76,5
R535DY,2025-08-05,Chennai,15,10,1,0,65.64,16.42,533.6,80,13.76,188.02,37,4.2,4.2,29.97,0
R535DY,2025-08-06,Chennai,16,14,1,1,72.67,11.29,738.94,100,21.85,192.38,54,5.3,4.81,27.21,4
R535DY,2025-08-07,Chennai,8,5,0,0,35.77,3.02,356.11,0,10.95,88.89,85,3.84,4.03,23.88,1
R535DY,2025-08-08,Chennai,9,6,2,1,47.97,8.26,482.87,0,16.62,128.84,65,4.56,4.12,22.78,5
R535DY,2025-08-09,Chennai,26,18,1,2,92.38,15.47,837.9,120,27.07,247.15,44,6.69,4.12,26.39,0
R535DY,2025-08-10,Chennai,,,,,,,,,,,,,,,
R535DY,2025-08-11,Chennai,7,5,1,0,33.56,5.79,335.72,0,8.1,90.17,77,3.75,4.23,22.27,0
R535DY,2025-08-12,Chennai,12,11,2,1,53.25,11.04,526.12,80,14.62,147.3,42,4.17,4.47,28.02,4
R535DY,2025-08-13,Chennai,13,10,0,1,60.04,2.01,612.55,80,13.47,142.18,44,4.36,4.56,24.81,2
R535DY,2025-08-14,Chennai,8,6,0,2,40.72,7.07,325.15,0,7.56,109.49,78,4.18,4.52,21.47,3
R535DY,2025-08-15,Chennai,17,12,1,1,70.96,3.88,626.58,100,23.85,171.49,33,5.79,4.59,20.46,4
R535DY,2025-08-16,Chennai,,,,,,,,,,,,,,,
R535DY,2025-08-17,Chennai,16,14,0,3,65.65,1.67,578.16,100,11.37,154.26,28,4.48,4.61,21.14,1
R535DY,2025-08-18,Chennai,8,7,2,0,38.21,6.97,287.99,0,9.98,103.54,58,3.66,4.5,25.22,5
R535DY,2025-08-19,Chennai,12,10,0,2,56.6,2.07,543.17,80,20.92,134.45,50,4.97,4.47,20.85,2
R535DY,2025-08-20,Chennai,7,5,2,0,33.64,2.95,300.8,0,10.7,83.84,97,4.1,4.62,21.85,1
R535DY,2025-08-21,Chennai,13,9,1,2,60.12,1.13,548.73,80,14.43,140.35,33,3.82,4.24,28.27,1
R535DY,2025-08-22,Chennai,13,11,3,1,65.18,5.08,591.63,80,18.06,160.98,39,4.9,4.8,24.53,5
R535DY,2025-08-23,Chennai,,,,,,,,,,,,,,,
R535DY,2025-08-24,Chennai,20,12,1,3,89.79,22.69,1009.29,100,12.57,257.72,55,6.69,4.09,23.84,5
R535DY,2025-08-25,Chennai,14,10,1,1,69.38,10.43,623.24,80,13.1,182.88,55,5.42,4.31,24.07,3
R535DY,2025-08-26,Chennai,10,7,1,0,41.57,2.89,436.5,80,12.16,101.87,39,3.17,4.62,26.42,5
R535DY,2025-08-27,Chennai,21,16,2,1,74.61,14.64,767.92,120,16.54,204.51,37,5.72,4.83,22.71,1
R535DY,2025-08-28,Chennai,13,8,1,2,55.61,9.29,495.92,80,12.37,148.71,31,4.16,4.08,23.72,0
R535DY,2025-08-29,Chennai,14,11,3,0,65.23,3.5,700.42,80,23.63,157.49,59,6.0,4.41,20.04,3
R535DY,2025-08-30,Chennai,,,,,,,,,,,,,,,
R535DY,2025-08-31,Chennai,14,9,0,0,62.24,10.6,614.52,80,19.59,166.91,43,4.65,4.31,26.9,1
R498JN,2025-07-01,Kolkata,8,6,2,2,40.69,5.91,342.41,0,6.03,103.02,79,4.02,4.09,20.71,2
R498JN,2025-07-02,Kolkata,12,8,2,0,58.7,11.18,564.68,80,12.52,154.51,66,4.62,4.02,26.99,5
R498JN,2025-07-03,Kolkata,14,9,0,1,64.82,10.74,618.69,80,14.28,167.05,42,5.12,4.12,22.51,3
R498JN,2025-07-04,Kolkata,7,5,1,0,33.35,1.31,312.84,0,7.36,76.62,47,2.76,4.8,25.47,1
R498JN,2025-07-05,Kolkata,21,15,0,0,80.38,19.54,824.04,120,15.81,220.9,35,5.25,4.23,29.66,4
R498JN,2025-07-06,Kolkata,15,9,2,2,68.29,5.06,762.25,80,21.26,162.16,45,5.38,4.15,22.19,2
R498JN,2025-07-07,Kolkata,,,,,,,,,,,,,,,
R498JN,2025-07-08,Kolkata,13,9,0,2,53.36,7.29,465.74,80,23.97,134.09,60,5.0,4.72,23.91,1
R498JN,2025-07-09,Kolkata,12,10,0,1,56.71,5.35,582.51,80,18.03,137.19,57,4.39,4.47,26.91,0
R498JN,2025-07-10,Kolkata,8,7,0,2,38.26,0.93,409.1,0,6.24,86.63,98,3.5,4.48,28.44,1
R498JN,2025-07-11,Kolkata,12,10,2,2,53.32,2.81,450.94,80,15.45,124.09,64,4.64,4.68,21.83,4
R498JN,2025-07-12,Kolkata,18,14,1,1,78.64,20.5,855.96,100,22.94,219.16,28,6.01,4.75,24.27,4
R498JN,2025-07-13,Kolkata,,,,,,,,,,,,,,,
R498JN,2025-07-14,Kolkata,7,5,2,2,33.51,0.77,300.95,0,11.26,75.79,98,3.52,4.51,29.74,4
R498JN,2025-07-15,Kolkata,16,11,1,1,74.81,17.73,752.06,100,19.98,204.58,28,5.88,4.21,22.07,1
R498JN,2025-07-16,Kolkata,8,6,1,1,45.5,6.49,475.27,0,8.45,114.95,46,3.41,4.09,26.41,1
R498JN,2025-07-17,Kolkata,12,9,0,2,48.91,13.6,501.92,80,15.74,138.19,47,4.17,4.76,27.84,4
R498JN,2025-07-18,Kolkata,7,5,3,2,33.51,7.64,341.02,0,6.56,90.98,82,3.34,4.51,27.13,1
R498JN,2025-07-19,Kolkata,,,,,,,,,,,,,,,
R498JN,2025-07-20,Kolkata,24,22,1,1,85.37,14.46,908.44,120,21.71,220.7,36,6.45,4.62,22.17,2
R498JN,2025-07-21,Kolkata,12,10,3,2,58.16,1.14,477.54,80,12.32,131.1,53,4.64,4.71,20.96,1
R498JN,2025-07-22,Kolkata,7,4,2,0,34.35,7.21,350.33,0,4.8,91.87,97,3.62,4.37,25.56,4
R498JN,2025-07-23,Kolkata,8,7,1,1,45.21,3.16,368.59,0,12.2,106.94,65,3.76,4.83,26.45,1
R498JN,2025-07-24,Kolkata,9,7,0,1,43.47,5.86,416.28,0,13.0,109.05,47,3.58,4.43,26.4,0
R498JN,2025-07-25,Kolkata,9,7,2,2,44.56,2.19,396.65,0,6.52,103.36,76,3.84,4.66,22.12,4
R498JN,2025-07-26,Kolkata,,,,,,,,,,,,,,,
R498JN,2025-07-27,Kolkata,19,12,0,2,77.35,20.68,719.0,100,18.29,216.73,39,6.54,4.37,21.85,5
R498JN,2025-07-28,Kolkata,16,12,1,2,67.6,13.85,696.96,100,25.54,180.07,36,5.79,4.61,22.5,0
R498JN,2025-07-29,Kolkata,14,11,2,2,62.01,1.46,506.63,80,20.11,140.32,36,4.42,4.72,27.71,3
R498JN,2025-07-30,Kolkata,13,11,1,0,63.48,12.01,573.33,80,12.1,166.89,36,5.23,4.51,20.35,3
R498JN,2025-07-31,Kolkata,7,5,0,2,33.61,3.41,344.7,0,7.26,81.85,55,2.87,4.08,24.84,4
R498JN,2025-08-01,Kolkata,,,,,,,,,,,,,,,
R498JN,2025-08-02,Kolkata,14,10,0,1,63.77,10.39,593.12,80,17.94,163.96,62,4.76,4.02,29.31,5
R498JN,2025-08-03,Kolkata,26,19,1,0,98.47,20.32,887.43,120,30.68,262.62,46,8.77,4.88,21.4,1
R498JN,2025-08-04,Kolkata,16,10,3,2,68.93,5.92,606.54,100,17.48,165.48,28,5.67,4.09,20.48,4
R498JN,2025-08-05,Kolkata,14,10,1,0,63.17,6.42,626.1,80,9.53,153.83,59,4.52,4.62,25.1,5
R498JN,2025-08-06,Kolkata,14,12,0,2,66.42,10.98,697.94,80,15.54,171.13,61,5.32,4.68,26.64,2
R498JN,2025-08-07,Kolkata,9,7,3,2,41.81,2.38,433.64,0,14.53,97.69,56,3.3,4.73,29.51,0
R498JN,2025-08-08,Kolkata,,,,,,,,,,,,,,,
R498JN,2025-08-09,Kolkata,28,24,0,0,106.64,21.81,1096.26,120,43.56,283.98,27,7.45,4.63,29.33,5
R498JN,2025-08-10,Kolkata,18,13,1,1,79.4,17.03,659.21,100,26.93,213.2,56,6.28,4.82,27.25,1
R498JN,2025-08-11,Kolkata,16,14,2,1,68.32,12.73,590.17,100,29.78,179.19,40,6.3,4.84,21.2,4
R498JN,2025-08-12,Kolkata,10,9,1,1,44.75,8.2,441.91,80,6.65,117.06,56,3.31,4.51,29.98,3
R498JN,2025-08-13,Kolkata,16,11,2,2,67.6,11.17,645.46,100,20.5,174.15,38,5.19,4.71,25.54,5
R498JN,2025-08-14,Kolkata,8,6,0,0,39.52,1.89,372.23,0,10.88,91.57,45,3.18,4.2,23.66,1
R498JN,2025-08-15,Kolkata,,,,,,,,,,,,,,,
R498JN,2025-08-16,Kolkata,21,16,0,1,78.53,7.14,627.54,120,32.07,189.39,35,7.04,4.56,21.19,4
R498JN,2025-08-17,Kolkata,26,22,2,0,92.04,20.32,832.97,120,30.55,248.42,43,7.77,4.5,24.53,5
R498JN,2025-08-18,Kolkata,9,7,0,2,48.61,1.41,453.92,0,8.49,110.58,89,4.4,4.41,22.5,5
R498JN,2025-08-19,Kolkata,14,12,2,0,68.11,9.08,635.54,80,17.28,170.67,52,5.93,4.71,21.5,2
R498JN,2025-08-20,Kolkata,8,7,1,1,34.29,0.67,352.93,0,8.77,77.3,56,3.29,4.84,20.53,3
R498JN,2025-08-21,Kolkata,10,8,0,1,46.68,8.65,552.86,80,13.7,122.32,40,3.93,4.56,24.62,1
R498JN,2025-08-22,Kolkata,,,,,,,,,,,,,,,
R498JN,2025-08-23,Kolkata,22,16,0,2,87.11,14.53,829.33,120,23.5,224.7,40,5.54,4.67,29.82,4
R498JN,2025-08-24,Kolkata,21,17,0,1,79.54,20.37,870.65,120,28.54,220.87,42,6.49,4.89,25.88,3
R498JN,2025-08-25,Kolkata,12,10,3,2,50.83,1.14,515.36,80,20.87,114.89,56,4.21,4.7,25.85,2
R498JN,2025-08-26,Kolkata,12,8,2,1,54.08,8.44,468.22,80,16.06,138.22,70,5.5,4.08,21.15,5
R498JN,2025-08-27,Kolkata,21,14,2,2,78.23,23.06,718.2,120,18.62,223.94,27,6.3,4.11,24.01,0
R498JN,2025-08-28,Kolkata,,,,,,,,,,,,,,,
R498JN,2025-08-29,Kolkata,10,6,3,1,43.39,11.83,394.17,80,11.44,122.08,56,3.61,4.09,28.61,0
R498JN,2025-08-30,Kolkata,14,9,1,1,60.87,10.58,578.31,80,19.51,157.96,39,4.84,4.03,26.84,3
R498JN,2025-08-31,Kolkata,14,11,2,1,68.7,12.69,725.26,80,13.4,179.94,56,5.14,4.74,26.7,3
R679HI,2025-07-01,Chennai,11,7,0,0,50.91,3.18,455.25,80,17.32,108.48,66,4.76,4.01,21.01,0
R679HI,2025-07-02,Chennai,12,10,1,2,56.81,9.43,610.82,80,19.02,132.86,66,5.46,4.84,22.33,4
R679HI,2025-07-03,Chennai,16,13,0,2,69.64,5.95,733.95,100,28.65,151.6,37,5.18,4.84,28.01,3
R679HI,2025-07-04,Chennai,10,9,2,1,45.78,10.54,425.56,80,19.06,112.97,45,4.2,4.45,24.52,5
R679HI,2025-07-05,Chennai,23,16,1,0,85.63,20.43,735.16,120,21.18,212.72,38,6.38,4.38,24.16,4
R679HI,2025-07-06,Chennai,27,24,2,3,104.27,27.35,1122.72,120,25.92,263.98,33,8.19,4.53,24.93,0
R679HI,2025-07-07,Chennai,,,,,,,,,,,,,,,
R679HI,2025-07-08,Chennai,11,7,3,2,44.32,4.37,472.25,80,15.19,97.67,52,4.18,4.22,20.65,3
R679HI,2025-07-09,Chennai,9,6,2,1,46.04,9.29,359.23,0,13.14,110.97,50,3.87,4.13,25.89,0
R679HI,2025-07-10,Chennai,16,11,1,0,68.11,10.48,573.89,100,27.1,157.62,59,5.75,4.17,26.05,4
R679HI,2025-07-11,Chennai,12,10,1,2,54.03,4.09,507.4,80,9.46,116.57,53,4.25,4.51,21.21,1
R679HI,2025-07-12,Chennai,21,18,1,0,78.26,17.36,909.1,120,26.8,191.77,45,6.07,4.49,26.83,2
R679HI,2025-07-13,Chennai,14,11,1,1,66.46,9.3,660.63,80,16.36,151.96,63,5.81,4.67,20.57,0
R679HI,2025-07-14,Chennai,,,,,,,,,,,,,,,
R679HI,2025-07-15,Chennai,8,6,3,2,40.39,7.05,475.02,0,11.45,95.14,44,3.83,4.85,21.68,2
R679HI,2025-07-16,Chennai,16,12,1,1,69.79,12.61,753.06,100,14.54,165.26,33,4.57,4.27,28.31,5
R679HI,2025-07-17,Chennai,9,8,2,2,43.11,3.79,371.14,0,11.45,94.06,59,3.95,4.87,21.92,0
R679HI,2025-07-18,Chennai,9,6,3,0,47.6,0.76,454.07,0,16.89,96.99,43,3.95,4.33,22.05,4
R679HI,2025-07-19,Chennai,16,10,1,2,67.41,1.58,639.02,100,13.53,138.37,26,4.57,4.12,22.78,3
R679HI,2025-07-20,Chennai,,,,,,,,,,,,,,,
R679HI,2025-07-21,Chennai,8,5,0,0,37.43,4.8,336.76,0,6.7,84.72,81,3.67,4.21,23.1,2
R679HI,2025-07-22,Chennai,16,11,0,1,65.47,16.81,616.76,100,15.29,165.04,26,4.83,4.62,25.06,3
R679HI,2025-07-23,Chennai,12,9,3,0,51.62,6.65,460.7,80,11.32,116.87,70,4.31,4.57,25.36,2
R679HI,2025-07-24,Chennai,15,13,2,1,72.52,5.97,721.77,80,15.26,157.43,55,5.02,4.75,27.11,5
R679HI,2025-07-25,Chennai,15,11,1,2,64.65,6.98,750.32,80,15.93,143.68,38,4.41,4.49,26.21,4
R679HI,2025-07-26,Chennai,,,,,,,,,,,,,,,
R679HI,2025-07-27,Chennai,26,17,0,2,98.74,27.15,850.89,120,25.65,252.48,45,8.46,4.14,22.81,0
R679HI,2025-07-28,Chennai,11,7,2,0,47.81,10.99,460.49,80,10.52,117.92,30,4.2,4.06,20.14,1
R679HI,2025-07-29,Chennai,10,7,0,2,44.32,7.84,509.48,80,11.1,104.61,41,3.91,4.2,21.44,4
R679HI,2025-07-30,Chennai,14,9,2,2,61.21,1.61,497.15,80,19.38,126.01,63,5.64,4.07,20.8,3
R679HI,2025-07-31,Chennai,16,12,1,1,64.56,15.68,650.16,100,27.31,160.93,45,5.69,4.84,24.83,1
R679HI,2025-08-01,Chennai,,,,,,,,,,,,,,,
R679HI,2025-08-02,Chennai,15,12,1,2,65.53,14.71,578.76,80,14.05,160.95,69,6.01,4.48,20.43,1
R679HI,2025-08-03,Chennai,23,21,1,0,86.79,26.29,909.91,120,28.59,226.79,21,8.09,4.68,20.15,1
R679HI,2025-08-04,Chennai,7,5,2,2,39.52,3.67,377.15,0,11.88,86.63,84,4.01,4.13,22.83,5
R679HI,2025-08-05,Chennai,9,6,1,0,36.84,6.15,337.51,0,8.9,86.23,78,4.08,4.32,21.22,2
R679HI,2025-08-06,Chennai,11,9,2,2,50.94,9.95,538.06,80,14.71,122.12,56,4.99,4.55,21.41,4
R679HI,2025-08-07,Chennai,13,10,2,2,61.02,9.2,617.85,80,15.33,140.84,39,4.74,4.55,25.16,1
R679HI,2025-08-08,Chennai,,,,,,,,,,,,,,,
R679HI,2025-08-09,Chennai,27,23,2,0,98.32,9.1,752.32,120,38.37,215.45,37,7.39,4.49,24.41,2
R679HI,2025-08-10,Chennai,17,12,2,1,70.86,16.05,582.2,100,15.99,174.3,39,4.83,4.38,27.6,1
R679HI,2025-08-11,Chennai,7,4,2,2,34.79,5.03,374.87,0,9.83,79.85,56,3.23,4.03,23.53,0
R679HI,2025-08-12,Chennai,11,9,1,2,49.96,4.71,422.7,80,7.73,109.66,65,3.79,4.59,27.47,0
R679HI,2025-08-13,Chennai,14,10,3,2,67.24,4.75,569.23,80,21.88,144.39,50,5.61,4.29,21.27,3
R679HI,2025-08-14,Chennai,8,5,1,1,36.23,4.71,406.15,0,8.48,82.12,78,3.84,4.24,21.81,5
R679HI,2025-08-15,Chennai,,,,,,,,,,,,,,,
R679HI,2025-08-16,Chennai,28,19,0,1,102.17,8.28,1146.53,120,39.12,221.53,23,8.7,4.33,20.04,4
R679HI,2025-08-17,Chennai,24,19,0,1,89.91,18.69,765.05,120,32.6,217.83,25,8.45,4.84,20.3,3
R679HI,2025-08-18,Chennai,11,8,2,1,53.65,3.4,520.98,80,7.46,114.42,64,4.49,4.81,20.65,1
R679HI,2025-08-19,Chennai,9,7,0,2,38.99,10.79,424.22,0,14.0,99.83,74,4.08,4.65,25.77,5
R679HI,2025-08-20,Chennai,7,5,1,2,37.4,0.67,302.19,0,10.62,76.37,55,3.2,4.64,25.32,0
R679HI,2025-08-21,Chennai,,,,,,,,,,,,,,,
R679HI,2025-08-22,Chennai,12,9,2,0,57.05,8.47,585.73,80,14.33,131.42,55,5.13,4.45,21.27,5
R679HI,2025-08-23,Chennai,17,11,1,2,69.71,19.4,617.51,100,21.03,178.72,39,5.48,4.02,27.21,3
R679HI,2025-08-24,Chennai,26,21,2,0,96.82,17.5,1088.46,120,25.05,229.28,49,7.04,4.83,28.57,2
R679HI,2025-08-25,Chennai,12,9,1,1,54.75,7.97,512.09,80,10.03,125.8,49,3.94,4.55,26.02,3
R679HI,2025-08-26,Chennai,8,5,2,2,40.06,9.22,341.97,0,9.01,98.84,87,4.11,4.19,24.38,2
R679HI,2025-08-27,Chennai,,,,,,,,,,,,,,,
R679HI,2025-08-28,Chennai,9,7,0,2,41.29,4.8,352.97,0,16.27,92.43,71,4.22,4.71,23.12,3
R679HI,2025-08-29,Chennai,16,14,0,1,72.13,8.74,798.56,100,12.48,162.2,29,5.3,4.87,20.94,0
R679HI,2025-08-30,Chennai,17,14,2,1,67.72,8.45,601.94,100,13.84,152.77,57,5.33,4.76,22.67,0
R679HI,2025-08-31,Chennai,16,10,1,3,66.93,15.93,669.11,100,16.89,166.19,55,6.22,4.2,21.18,4
R635QH,2025-07-01,Hyderabad,7,4,1,1,32.9,6.61,263.92,0,4.24,101.69,62,3.34,4.0,20.53,9
R635QH,2025-07-02,Hyderabad,16,10,0,0,63.48,10.22,589.02,100,17.03,189.69,49,5.57,4.17,22.03,7
R635QH,2025-07-03,Hyderabad,15,12,1,1,66.51,1.94,651.88,80,11.74,176.18,32,4.09,4.62,24.69,9
R635QH,2025-07-04,Hyderabad,8,7,1,1,43.03,9.28,406.68,0,4.8,134.64,97,3.94,4.61,27.8,10
R635QH,2025-07-05,Hyderabad,12,9,0,0,53.66,5.17,403.15,80,10.21,151.42,46,3.62,4.89,29.79,10
R635QH,2025-07-06,Hyderabad,,,,,,,,,,,,,,,
R635QH,2025-07-07,Hyderabad,7,6,0,2,32.92,7.94,304.38,0,9.89,105.18,79,3.51,4.65,27.08,1
R635QH,2025-07-08,Hyderabad,10,7,2,1,38.01,3.86,363.39,80,12.43,107.78,58,3.26,4.1,29.4,4
R635QH,2025-07-09,Hyderabad,16,11,3,0,68.76,12.27,717.44,100,19.27,208.57,52,5.24,4.8,29.67,10
R635QH,2025-07-10,Hyderabad,13,9,2,2,56.23,11.07,543.4,80,13.25,173.24,40,4.28,4.01,26.46,3
R635QH,2025-07-11,Hyderabad,9,6,0,2,45.1,2.9,384.54,0,8.72,123.54,99,4.49,4.05,21.8,3
R635QH,2025-07-12,Hyderabad,24,19,2,0,89.31,5.23,914.96,120,19.95,243.34,47,6.32,4.68,23.82,6
R635QH,2025-07-13,Hyderabad,,,,,,,,,,,,,,,
R635QH,2025-07-14,Hyderabad,15,13,1,0,69.92,6.11,659.93,80,15.61,195.7,36,5.58,4.82,20.94,9
R635QH,2025-07-15,Hyderabad,9,8,3,1,45.58,10.59,381.62,0,7.0,144.58,96,4.87,4.82,21.24,10
R635QH,2025-07-16,Hyderabad,13,11,0,2,57.78,7.15,631.55,80,15.79,167.11,44,4.44,4.78,26.07,8
R635QH,2025-07-17,Hyderabad,13,8,0,0,56.23,14.45,527.07,80,11.74,181.92,45,3.99,4.21,28.14,10
R635QH,2025-07-18,Hyderabad,7,5,0,0,27.37,5.99,237.24,0,9.31,85.89,60,2.81,4.52,29.62,5
R635QH,2025-07-19,Hyderabad,18,12,2,0,77.72,11.37,718.14,100,23.97,229.3,42,5.64,4.11,25.56,7
R635QH,2025-07-20,Hyderabad,,,,,,,,,,,,,,,
R635QH,2025-07-21,Hyderabad,16,12,2,1,69.06,12.51,676.32,100,19.98,209.96,45,5.34,4.07,27.92,4
R635QH,2025-07-22,Hyderabad,7,5,0,1,36.09,7.16,333.26,0,11.2,111.32,66,3.53,4.86,26.16,9
R635QH,2025-07-23,Hyderabad,8,7,1,1,38.83,1.91,315.09,0,8.64,104.87,70,3.58,4.72,22.9,6
R635QH,2025-07-24,Hyderabad,10,7,3,2,47.8,4.27,465.82,80,10.66,134.03,33,3.31,4.06,26.95,8
R635QH,2025-07-25,Hyderabad,13,11,0,2,62.21,6.43,686.88,80,16.57,176.65,60,5.56,4.88,20.2,7
R635QH,2025-07-26,Hyderabad,21,15,0,1,77.3,3.49,725.14,120,27.99,207.94,50,6.26,4.01,21.86,3
R635QH,2025-07-27,Hyderabad,,,,,,,,,,,,,,,
R635QH,2025-07-28,Hyderabad,8,7,2,0,37.0,8.65,394.03,0,11.11,117.51,88,4.57,4.77,20.91,7
R635QH,2025-07-29,Hyderabad,10,8,1,2,46.65,2.65,403.74,80,16.26,126.89,70,4.2,4.61,25.19,10
R635QH,2025-07-30,Hyderabad,12,10,0,2,52.0,5.18,536.2,80,16.21,147.18,67,5.18,4.67,21.2,1
R635QH,2025-07-31,Hyderabad,14,10,1,1,64.68,15.76,748.27,80,16.82,207.05,38,4.99,4.63,28.34,6
R635QH,2025-08-01,Hyderabad,10,8,0,0,43.96,1.56,381.2,80,8.38,117.17,57,3.53,4.67,22.06,4
R635QH,2025-08-02,Hyderabad,,,,,,,,,,,,,,,
R635QH,2025-08-03,Hyderabad,22,17,0,0,80.09,21.6,738.78,120,27.64,261.75,35,7.37,4.62,22.08,4
R635QH,2025-08-04,Hyderabad,11,9,2,2,43.21,8.39,398.3,80,11.96,132.84,42,4.08,4.78,22.09,5
R635QH,2025-08-05,Hyderabad,14,10,2,1,63.54,7.21,544.13,80,17.72,182.1,44,5.73,4.14,20.17,0
R635QH,2025-08-06,Hyderabad,13,8,1,1,58.33,5.75,531.93,80,9.82,164.93,63,4.83,4.08,21.49,0
R635QH,2025-08-07,Hyderabad,11,9,3,0,47.61,10.74,547.36,80,11.84,150.2,41,3.66,4.79,28.7,7
R635QH,2025-08-08,Hyderabad,,,,,,,,,,,,,,,
R635QH,2025-08-09,Hyderabad,24,21,0,1,85.84,9.84,768.41,120,36.2,246.28,25,6.03,4.46,29.04,4
R635QH,2025-08-10,Hyderabad,20,13,2,1,87.56,20.65,1044.74,100,20.93,278.54,51,7.44,4.07,20.4,1
R635QH,2025-08-11,Hyderabad,13,11,2,0,61.88,6.3,577.51,80,18.97,175.49,53,5.13,4.87,22.57,6
R635QH,2025-08-12,Hyderabad,9,7,3,2,42.64,10.72,358.53,0,7.01,137.33,42,3.56,4.13,22.36,9
R635QH,2025-08-13,Hyderabad,13,9,2,2,58.39,15.12,654.13,80,9.77,189.22,40,4.12,4.07,26.5,4
R635QH,2025-08-14,Hyderabad,,,,,,,,,,,,,,,
R635QH,2025-08-15,Hyderabad,21,13,0,3,77.56,17.74,751.72,120,22.97,245.29,36,6.99,4.23,20.97,6
R635QH,2025-08-16,Hyderabad,19,12,0,1,84.41,6.39,788.19,100,12.89,233.69,30,5.34,4.16,24.35,4
R635QH,2025-08-17,Hyderabad,20,15,2,2,81.44,10.57,690.48,100,12.64,236.82,31,6.13,4.42,20.68,7
R635QH,2025-08-18,Hyderabad,9,7,2,2,45.31,9.43,377.25,0,10.17,140.88,93,4.24,4.58,26.7,6
R635QH,2025-08-19,Hyderabad,13,11,2,2,58.81,5.4,589.2,80,13.81,165.26,36,4.62,4.54,20.76,6
R635QH,2025-08-20,Hyderabad,14,10,1,1,65.99,15.22,603.46,80,17.7,209.03,51,5.37,4.54,25.64,6
R635QH,2025-08-21,Hyderabad,,,,,,,,,,,,,,,
R635QH,2025-08-22,Hyderabad,14,12,0,0,63.13,6.22,635.16,80,18.2,178.5,37,4.91,4.61,24.96,10
R635QH,2025-08-23,Hyderabad,24,17,1,1,90.52,15.99,754.4,120,30.25,274.13,37,6.67,4.86,27.2,6
R635QH,2025-08-24,Hyderabad,16,12,2,2,68.95,5.42,696.87,100,19.08,191.42,30,5.39,4.61,20.43,10
R635QH,2025-08-25,Hyderabad,15,11,2,2,70.46,16.73,723.12,80,15.61,224.42,69,5.66,4.03,27.1,8
R635QH,2025-08-26,Hyderabad,16,13,1,0,65.19,9.82,679.23,100,21.16,193.07,58,5.98,4.74,22.28,3
R635QH,2025-08-27,Hyderabad,28,18,0,3,106.13,23.34,1260.8,120,37.8,333.24,42,8.86,4.35,23.28,6
R635QH,2025-08-28,Hyderabad,,,,,,,,,,,,,,,
R635QH,2025-08-29,Hyderabad,13,11,1,0,56.24,3.25,576.72,80,11.27,153.12,31,3.75,4.57,25.06,0
R635QH,2025-08-30,Hyderabad,19,13,0,2,80.46,14.54,760.98,100,31.77,244.53,30,6.22,4.06,25.12,9
R635QH,2025-08-31,Hyderabad,21,16,2,2,81.92,6.11,833.9,120,18.04,226.58,25,5.4,4.18,25.37,5
R636VZ,2025-07-01,Bangaluru,18,13,2,0,73.26,17.93,806.55,100,31.38,215.39,43,6.98,4.32,21.76,3
R636VZ,2025-07-02,Bangaluru,16,11,0,1,73.77,17.55,786.72,100,21.08,215.69,44,6.4,4.24,21.46,6
R636VZ,2025-07-03,Bangaluru,16,11,1,1,63.5,17.67,647.4,100,13.5,191.71,36,4.75,4.04,24.88,6
R636VZ,2025-07-04,Bangaluru,19,13,0,1,75.19,6.86,703.77,100,18.91,193.81,42,5.18,4.03,25.54,7
R636VZ,2025-07-05,Bangaluru,19,15,2,0,75.75,4.19,687.22,100,14.58,188.8,42,5.42,4.51,22.43,0
R636VZ,2025-07-06,Bangaluru,26,20,1,3,103.93,16.89,978.45,120,15.27,285.37,27,6.15,4.4,27.58,7
R636VZ,2025-07-07,Bangaluru,,,,,,,,,,,,,,,
R636VZ,2025-07-08,Bangaluru,8,5,0,0,35.63,1.34,364.98,0,12.41,87.32,63,3.49,4.03,22.35,2
R636VZ,2025-07-09,Bangaluru,13,10,1,2,54.61,8.27,456.93,80,14.51,148.53,38,4.15,4.76,26.39,8
R636VZ,2025-07-10,Bangaluru,9,6,2,1,50.2,2.56,462.96,0,9.33,124.62,46,3.79,4.11,22.71,4
R636VZ,2025-07-11,Bangaluru,18,16,1,1,79.17,17.68,800.66,100,19.18,228.74,28,5.5,4.42,25.46,9
